question_text,subject,topic,avg_score,correct_percentage,num_students_attempted,num_students_correct,time_taken_minutes,bloom_level,difficulty
Compare and contrast the primary approaches to Algorithms.,Computer Science,Algorithms,73.99,0.74,723.0,534.0,7.3,Analyze,Moderate
Define the core principles of Physiology.,Biology,Physiology,70.79,0.71,1265.0,895.0,6.1,Remember,Moderate
Propose a solution to a common challenge in Passive Voice. - Perspective 278,English,Passive Voice,11.51,0.12,2138.0,256.0,14.0,Create,Hard
Summarize the key findings related to Machine Learning.,Computer Science,Machine Learning,72.88,0.73,1290.0,940.0,7.5,Understand,Moderate
What is the significance of Game Theory in modern Economics research?,Economics,Game Theory,85.34,0.88,1552.0,1365.0,15.0,Analyze,Medium
Differentiate between the theoretical and practical aspects of Econometrics.,Economics,Econometrics,59.43,0.59,2074.0,1232.0,9.0,Analyze,Medium
Explain how Thermodynamics functions in modern applications.,Physics,Thermodynamics,97.82,0.98,655.0,640.0,1.3,Understand,Easy
Execute a procedure based on Discrete Math guidelines.,Mathematics,Discrete Math,78.44,0.78,1598.0,1253.0,4.6,Apply,Easy
Analyze the relationship between Macroeconomics and related phenomena.,Economics,Macroeconomics,63.0,0.63,2073.0,1305.0,5.6,Analyze,Moderate
Assess the validity of the dominant theory in Public Finance.,Economics,Public Finance,19.83,0.2,1197.0,237.0,23.0,Evaluate,Hard
Calculate the expected outcome using principles of Classical Mechanics.,Physics,Classical Mechanics,81.65,0.82,2244.0,1832.0,1.7,Apply,Easy
Compare and contrast the primary approaches to Algorithms.,Computer Science,Algorithms,55.51,0.56,1703.0,945.0,7.8,Analyze,Moderate
Argue the ethical implications of recent discoveries in Electromagnetism.,Physics,Electromagnetism,13.05,0.13,1932.0,252.0,15.1,Evaluate,Hard
Propose a new architecture integrating Game Theory.,Economics,Game Theory,27.94,0.28,968.0,270.0,24.6,Create,Hard
Execute a procedure based on Calculus guidelines.,Mathematics,Calculus,31.5,0.32,1723.0,542.0,12.4,Apply,Hard
Critically examine the role of HTML/CSS Structure in the current socio-political scenario.,Computer Science,HTML/CSS Structure,35.9,0.36,471.0,169.0,15.0,Evaluate,Hard
Apply the concepts of Quantum Mechanics to a real-world scenario.,Physics,Quantum Mechanics,97.22,0.97,487.0,473.0,1.7,Apply,Easy
Use the standard model of Microeconomics to predict future states.,Economics,Microeconomics,70.64,0.71,914.0,645.0,8.6,Apply,Moderate
Design a novel experiment to further test the boundaries of Econometrics.,Economics,Econometrics,20.52,0.21,2410.0,494.0,21.6,Create,Hard
Evaluate the impact of Classical Mechanics on current technological advancements.,Physics,Classical Mechanics,31.75,0.32,2146.0,681.0,16.3,Evaluate,Hard
Analyze the relationship between Evolution and related phenomena.,Biology,Evolution,40.93,0.41,677.0,277.0,6.0,Analyze,Medium
Predict the future trends of Set theory over the next decade.,Mathematics,Set theory,67.59,0.71,1864.0,1323.0,5.0,Apply,Easy
Recall the definition of Cell Biology in the context of Biology.,Biology,Cell Biology,92.1,0.92,1722.0,1586.0,2.8,Remember,Easy
Develop an innovative algorithm based on Physiology principles.,Biology,Physiology,29.98,0.3,1365.0,409.0,14.7,Create,Hard
Summarize the key findings related to Machine Learning.,Computer Science,Machine Learning,94.28,0.94,1141.0,1075.0,1.9,Understand,Easy
Demonstrate the use of Thermodynamics in solving a standard Physics problem.,Physics,Thermodynamics,54.62,0.55,661.0,361.0,6.1,Apply,Medium
Explain how Probability functions in modern applications.,Mathematics,Probability,48.59,0.49,1686.0,819.0,10.9,Understand,Medium
Critique the methodology used to study Ecology.,Biology,Ecology,33.14,0.33,2320.0,768.0,24.3,Evaluate,Hard
Apply the concepts of Probability to a real-world scenario.,Mathematics,Probability,24.48,0.24,1358.0,332.0,12.1,Apply,Hard
Assess the validity of the dominant theory in Optimization.,Mathematics,Optimization,64.28,0.64,988.0,635.0,7.7,Evaluate,Medium
Deconstruct the arguments surrounding Ecology in contemporary literature.,Biology,Ecology,59.73,0.6,956.0,571.0,6.8,Analyze,Moderate
Calculate the expected outcome using principles of Classical Mechanics.,Physics,Classical Mechanics,56.89,0.57,1267.0,720.0,6.0,Apply,Moderate
Apply the concepts of Cell Biology to a real-world scenario.,Biology,Cell Biology,95.46,0.95,1574.0,1502.0,3.0,Apply,Easy
State the primary theorem in Thermodynamics.,Physics,Thermodynamics,43.21,0.43,1739.0,751.0,5.4,Remember,Moderate
Deconstruct the arguments surrounding Evolution in contemporary literature.,Biology,Evolution,58.36,0.58,1905.0,1111.0,9.7,Analyze,Medium
Calculate the expected outcome using principles of Game Theory.,Economics,Game Theory,88.85,0.89,2289.0,2033.0,3.1,Apply,Easy
Argue the ethical implications of recent discoveries in Quantum Mechanics.,Physics,Quantum Mechanics,29.64,0.3,1271.0,376.0,16.3,Evaluate,Hard
State the primary theorem in Discrete Math.,Mathematics,Discrete Math,74.19,0.74,1888.0,1400.0,5.5,Remember,Medium
Explain how Optimization functions in modern applications.,Mathematics,Optimization,49.61,0.5,1370.0,679.0,10.0,Understand,Moderate
Define the core principles of Quantum Mechanics.,Physics,Quantum Mechanics,67.85,0.68,1994.0,1352.0,11.2,Remember,Moderate
Demonstrate the use of Ecology in solving a standard Biology problem.,Biology,Ecology,71.01,0.71,1319.0,936.0,5.2,Apply,Medium
Examine the underlying metrics of Ecology.,Biology,Ecology,46.36,0.46,910.0,421.0,9.9,Analyze,Medium
Identify the key characteristics of Discrete Math.,Mathematics,Discrete Math,45.59,0.46,1850.0,843.0,5.9,Remember,Moderate
Solve a comprehensive problem involving the core principles of Indian Rocks.,Geography,Indian Rocks,26.3,0.28,2509.0,702.0,3.0,Understand,Moderate
Evaluate the impact of Networking on current technological advancements.,Computer Science,Networking,72.6,0.73,744.0,540.0,10.0,Evaluate,Medium
Compare and contrast the primary approaches to Physiology.,Biology,Physiology,57.07,0.57,1469.0,838.0,7.6,Analyze,Medium
Compare and contrast the primary approaches to Machine Learning.,Computer Science,Machine Learning,40.63,0.41,911.0,370.0,6.5,Analyze,Moderate
Argue the ethical implications of recent discoveries in Calculus.,Mathematics,Calculus,20.83,0.21,1798.0,374.0,15.5,Evaluate,Hard
Execute a procedure based on Machine Learning guidelines.,Computer Science,Machine Learning,90.65,0.91,1797.0,1628.0,4.4,Apply,Easy
Deconstruct the arguments surrounding Calculus in contemporary literature.,Mathematics,Calculus,67.65,0.68,1078.0,729.0,5.2,Analyze,Medium
Compare and contrast the primary approaches to Cell Biology.,Biology,Cell Biology,36.82,0.37,1617.0,595.0,20.5,Analyze,Hard
Describe the mechanism behind Probability.,Mathematics,Probability,75.48,0.75,1612.0,1216.0,3.3,Understand,Easy
Differentiate between the theoretical and practical aspects of Genetics.,Biology,Genetics,51.34,0.51,1383.0,709.0,11.7,Analyze,Medium
Summarize the key findings related to Discrete Math.,Mathematics,Discrete Math,77.31,0.77,690.0,533.0,1.1,Understand,Easy
Define the core principles of Macroeconomics.,Economics,Macroeconomics,43.24,0.43,1667.0,720.0,6.2,Remember,Medium
State the primary theorem in Cell Biology.,Biology,Cell Biology,88.29,0.88,977.0,862.0,3.5,Remember,Easy
Analyze the relationship between Networking and related phenomena.,Computer Science,Networking,46.04,0.46,1033.0,475.0,11.2,Analyze,Medium
Assess the validity of the dominant theory in Quantum Mechanics.,Physics,Quantum Mechanics,75.84,0.76,1034.0,784.0,4.4,Evaluate,Easy
Develop an innovative algorithm based on Ecology principles.,Biology,Ecology,17.38,0.17,1939.0,337.0,18.9,Create,Hard
Evaluate the impact of Linear Algebra on current technological advancements.,Mathematics,Linear Algebra,23.51,0.24,1259.0,296.0,20.8,Evaluate,Hard
Define the core principles of Discrete Math.,Mathematics,Discrete Math,93.61,0.94,1651.0,1545.0,1.5,Remember,Easy
Evaluate the impact of Optics on current technological advancements.,Physics,Optics,45.97,0.46,977.0,449.0,10.7,Evaluate,Medium
Argue the ethical implications of recent discoveries in Networking.,Computer Science,Networking,71.46,0.71,546.0,390.0,11.6,Evaluate,Medium
Formulate a hypothesis regarding the future trajectory of Macroeconomics.,Economics,Macroeconomics,38.38,0.38,1200.0,460.0,23.3,Create,Hard
Define the term Cyber Safety. Mention its SI unit.,Computer Science,Cyber Safety,87.8,0.88,490.0,430.0,3.0,Remember,Easy
Deconstruct the arguments surrounding Optimization in contemporary literature.,Mathematics,Optimization,32.67,0.33,1963.0,641.0,17.4,Analyze,Hard
State the primary theorem in Optics.,Physics,Optics,95.75,0.96,692.0,662.0,1.1,Remember,Easy
Compare and contrast the primary approaches to Microeconomics.,Economics,Microeconomics,62.3,0.62,790.0,492.0,7.0,Analyze,Medium
Argue the ethical implications of recent discoveries in Optimization.,Mathematics,Optimization,17.66,0.18,1838.0,324.0,22.2,Evaluate,Hard
Assess the validity of the dominant theory in Linear Algebra.,Mathematics,Linear Algebra,57.13,0.57,2509.0,1433.0,6.2,Evaluate,Moderate
Interpret the significance of Optics in Physics.,Physics,Optics,52.71,0.53,1905.0,1004.0,9.0,Understand,Moderate
Explain how Ecology functions in modern applications.,Biology,Ecology,72.76,0.73,1609.0,1170.0,10.9,Understand,Moderate
Explain how Optics functions in modern applications.,Physics,Optics,56.02,0.56,1338.0,749.0,11.6,Understand,Moderate
Argue the ethical implications of recent discoveries in Probability.,Mathematics,Probability,27.39,0.27,1711.0,468.0,14.6,Evaluate,Hard
Recall the definition of Algorithms in the context of Computer Science.,Computer Science,Algorithms,60.42,0.6,2454.0,1482.0,6.0,Remember,Moderate
Analyse the major features of Economics and explain its impact on society.,Social Science,Economics,0.647,70.86,1719.0,1218.0,4.0,Remember,Easy
Execute a procedure based on Microeconomics guidelines.,Economics,Microeconomics,48.97,0.49,1662.0,813.0,11.6,Apply,Medium
Evaluate the impact of Game Theory on current technological advancements.,Economics,Game Theory,21.15,0.21,1267.0,267.0,21.5,Evaluate,Hard
Discuss the foundational theories of Econometrics.,Economics,Econometrics,90.9,0.91,1308.0,1188.0,1.7,Understand,Easy
Define the core principles of Physiology.,Biology,Physiology,57.72,0.58,1721.0,993.0,11.9,Remember,Medium
Identify the key characteristics of Public Finance.,Economics,Public Finance,70.86,0.71,1045.0,740.0,9.6,Remember,Moderate
Execute a procedure based on Ecology guidelines.,Biology,Ecology,69.91,0.7,2159.0,1509.0,10.7,Apply,Moderate
Use the standard model of Genetics to predict future states.,Biology,Genetics,48.16,0.48,780.0,375.0,10.4,Apply,Moderate
Differentiate between the theoretical and practical aspects of Discrete Math.,Mathematics,Discrete Math,45.83,0.46,1844.0,845.0,9.9,Analyze,Medium
Compare and contrast the primary approaches to Evolution.,Biology,Evolution,60.18,0.6,1085.0,652.0,6.2,Analyze,Medium
Justify the use of Macroeconomics over alternative methods.,Economics,Macroeconomics,27.5,0.28,1294.0,355.0,22.2,Evaluate,Hard
Recall the definition of Optimization in the context of Mathematics.,Mathematics,Optimization,58.63,0.59,1635.0,958.0,10.2,Remember,Moderate
State the primary theorem in Classical Mechanics.,Physics,Classical Mechanics,83.34,0.83,1662.0,1385.0,2.3,Remember,Easy
Define the core principles of Calculus.,Mathematics,Calculus,45.14,0.45,1267.0,571.0,10.1,Remember,Medium
Evaluate the impact of Operating Systems on current technological advancements.,Computer Science,Operating Systems,19.42,0.19,1032.0,200.0,13.8,Evaluate,Hard
Discuss the foundational theories of Discrete Math.,Mathematics,Discrete Math,62.51,0.63,748.0,467.0,8.8,Understand,Moderate
Demonstrate the use of Cell Biology in solving a standard Biology problem.,Biology,Cell Biology,10.03,0.1,1771.0,177.0,16.0,Apply,Hard
Propose a new architecture integrating Optimization.,Mathematics,Optimization,15.17,0.15,1303.0,197.0,17.3,Create,Hard
Recall the definition of Microeconomics in the context of Economics.,Economics,Microeconomics,57.71,0.58,1066.0,615.0,5.3,Remember,Medium
Explain how Calculus functions in modern applications.,Mathematics,Calculus,54.54,0.55,1573.0,857.0,9.9,Understand,Moderate
"Differentiate between Cell Structure and Functions and its alternative, giving three points of distinction.",Biology,Cell Structure and Functions,63.9,0.64,347.0,221.0,8.0,Analyze,Medium
Evaluate the impact of Public Finance on current technological advancements.,Economics,Public Finance,57.07,0.57,1965.0,1121.0,10.1,Evaluate,Moderate
Differentiate between the theoretical and practical aspects of Algorithms.,Computer Science,Algorithms,45.19,0.45,1380.0,623.0,9.1,Analyze,Medium
Assess the validity of the dominant theory in Microeconomics.,Economics,Microeconomics,17.63,0.18,1815.0,320.0,21.1,Evaluate,Hard
Deconstruct the arguments surrounding Operating Systems in contemporary literature.,Computer Science,Operating Systems,44.57,0.45,1359.0,605.0,6.5,Analyze,Medium
Assess the validity of the dominant theory in Thermodynamics.,Physics,Thermodynamics,25.66,0.26,1702.0,436.0,12.4,Evaluate,Hard
Interpret the significance of Macroeconomics in Economics.,Economics,Macroeconomics,61.35,0.61,1044.0,640.0,9.8,Understand,Moderate
Apply the concepts of Calculus to a real-world scenario.,Mathematics,Calculus,89.54,0.9,3046.0,2727.0,2.6,Apply,Easy
Interpret the significance of Cell Biology in Biology.,Biology,Cell Biology,85.29,0.85,1885.0,1607.0,4.7,Understand,Easy
Evaluate the impact of Calculus on current technological advancements.,Mathematics,Calculus,22.17,0.22,654.0,144.0,13.2,Evaluate,Hard
Argue the ethical implications of recent discoveries in Quantum Mechanics.,Physics,Quantum Mechanics,63.64,0.64,1193.0,759.0,7.8,Evaluate,Medium
List the main components of Operating Systems.,Computer Science,Operating Systems,69.66,0.7,1488.0,1036.0,8.7,Remember,Moderate
Discuss the foundational theories of Classical Mechanics.,Physics,Classical Mechanics,14.77,0.15,1437.0,212.0,24.8,Understand,Hard
Define the core principles of Discrete Math.,Mathematics,Discrete Math,40.26,0.4,1187.0,477.0,10.9,Remember,Moderate
Deconstruct the arguments surrounding Microeconomics in contemporary literature.,Economics,Microeconomics,16.48,0.16,2012.0,331.0,23.6,Analyze,Hard
Justify the use of Networking over alternative methods.,Computer Science,Networking,84.41,0.84,2022.0,1706.0,2.8,Evaluate,Easy
Formulate a hypothesis regarding the future trajectory of Ecology.,Biology,Ecology,55.66,0.56,2212.0,1231.0,6.3,Create,Medium
Assess the validity of the dominant theory in Probability.,Mathematics,Probability,31.59,0.32,1468.0,463.0,20.3,Evaluate,Hard
Critique the methodology used to study Calculus.,Mathematics,Calculus,85.45,0.85,2063.0,1762.0,1.1,Evaluate,Easy
Examine the underlying metrics of Thermodynamics.,Physics,Thermodynamics,44.96,0.45,1929.0,867.0,9.3,Analyze,Moderate
Propose a new architecture integrating Cell Biology.,Biology,Cell Biology,22.29,0.22,1951.0,434.0,18.4,Create,Hard
Discuss the foundational theories of Game Theory.,Economics,Game Theory,67.89,0.68,2001.0,1358.0,11.3,Understand,Moderate
Design a novel experiment to further test the boundaries of Linear Algebra.,Mathematics,Linear Algebra,70.04,0.7,1763.0,1234.0,5.1,Create,Moderate
Calculate the expected outcome using principles of Optimization.,Mathematics,Optimization,65.86,0.66,1788.0,1177.0,6.6,Apply,Moderate
Examine the underlying metrics of Calculus.,Mathematics,Calculus,52.1,0.52,1138.0,592.0,8.8,Analyze,Medium
What is the significance of Light ray in modern Physics research? - Perspective 576,Physics,Light ray,53.39,0.51,2418.0,1233.0,13.0,Create,Hard
Define the core principles of Algorithms.,Computer Science,Algorithms,83.35,0.83,1355.0,1129.0,2.4,Remember,Easy
Interpret the significance of Electromagnetism in Physics.,Physics,Electromagnetism,74.21,0.74,1688.0,1252.0,8.7,Understand,Moderate
Apply the concepts of Public Finance to a real-world scenario.,Economics,Public Finance,25.85,0.26,1986.0,513.0,13.0,Apply,Hard
